"Código de radio","Área en km2","Densidad de población","Menores de 18 años","Población total","Hogares","Urbano","Maurio Macri (Cambiemos)","Daniel Scioli (FPV)","Sergio Massa (UNA)","Nicolás del Caño (FIT)","Margarita Stolbizer (Progresistas)","A. Rodríguez Saá (C. Federal)","Votos de la fórmula ganadora en el radio","Votos positivos","Votos en blanco","Votos nulos","Fórmula con más votos en el radio","Electores","Cantidad de circuitos considerados","Distrito electoral imputado","Circuito 1 considerado","Circuito 2 considerado","Circuito 3 considerado","Circuito 4 considerado","Circuito 5 considerado","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en GeoJSON"
"820840606",0.27616722,4627.63104081,378,1278,374,2,208.94485454,217.7247069,213.53017803,26.86061659,33.71254885,10.91619627,217.7247069,711.68910117,15.26704299,10.21276596,2,960.99001303,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840606",1278,374,-32.890422,-60.703911,0.19419525502172,"{""type"":""Polygon"",""coordinates"":[[[-60.705652,-32.891975],[-60.706448,-32.892000],[-60.708123,-32.889582],[-60.708283,-32.889364],[-60.704988,-32.889197],[-60.704578,-32.889184],[-60.703964,-32.889153],[-60.703444,-32.889145],[-60.702371,-32.889117],[-60.701777,-32.889106],[-60.700730,-32.889052],[-60.700457,-32.889022],[-60.700329,-32.889188],[-60.700279,-32.889321],[-60.700147,-32.889747],[-60.700297,-32.889817],[-60.700150,-32.890220],[-60.699853,-32.891089],[-60.702678,-32.891705],[-60.703226,-32.891818],[-60.704353,-32.891933],[-60.705652,-32.891975]]]}"
"820840610",0.32086259,3453.19163544,244,1108,367,2,200.58706036,209.01571863,204.98897091,25.78619192,32.3640469,10.47954842,209.01571863,683.22153713,14.65636127,9.80425532,2,922.55041251,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840610",1108,367,-32.891155,-60.71225,0.22564497256267,"{""type"":""Polygon"",""coordinates"":[[[-60.708845,-32.889566],[-60.707225,-32.892798],[-60.707509,-32.892814],[-60.707828,-32.892828],[-60.710522,-32.892749],[-60.710535,-32.892259],[-60.710552,-32.891791],[-60.711151,-32.891817],[-60.711417,-32.891823],[-60.712545,-32.891871],[-60.712817,-32.891878],[-60.713432,-32.891886],[-60.714565,-32.891907],[-60.714549,-32.892433],[-60.715419,-32.892466],[-60.715608,-32.892483],[-60.715879,-32.892499],[-60.715970,-32.892498],[-60.716055,-32.892493],[-60.716142,-32.892478],[-60.716227,-32.892468],[-60.716306,-32.892440],[-60.716454,-32.892375],[-60.716529,-32.892333],[-60.716678,-32.892240],[-60.716812,-32.892142],[-60.716880,-32.892087],[-60.716949,-32.892040],[-60.717103,-32.891920],[-60.717703,-32.891554],[-60.717666,-32.891517],[-60.717613,-32.891456],[-60.717553,-32.891399],[-60.717445,-32.891278],[-60.717062,-32.890861],[-60.716896,-32.890688],[-60.716734,-32.890505],[-60.716620,-32.890392],[-60.716568,-32.890327],[-60.716513,-32.890271],[-60.716461,-32.890210],[-60.716385,-32.890139],[-60.716348,-32.890093],[-60.716237,-32.889971],[-60.716185,-32.889915],[-60.716124,-32.889858],[-60.716017,-32.889737],[-60.714002,-32.889714],[-60.714015,-32.889800],[-60.714016,-32.889877],[-60.713987,-32.889952],[-60.713905,-32.890079],[-60.713810,-32.890206],[-60.713628,-32.890383],[-60.713559,-32.890425],[-60.713479,-32.890466],[-60.713389,-32.890507],[-60.713316,-32.890531],[-60.713229,-32.890550],[-60.713054,-32.890579],[-60.712963,-32.890584],[-60.712904,-32.890581],[-60.712867,-32.890584],[-60.712774,-32.890580],[-60.712689,-32.890568],[-60.712611,-32.890546],[-60.712530,-32.890516],[-60.712406,-32.890448],[-60.712379,-32.890447],[-60.712308,-32.890385],[-60.712173,-32.890276],[-60.712115,-32.890224],[-60.712002,-32.890102],[-60.711914,-32.889968],[-60.711889,-32.889895],[-60.711872,-32.889822],[-60.711859,-32.889641],[-60.709140,-32.889576],[-60.708850,-32.889554],[-60.708845,-32.889566]]]}"
"820840507",0.33850798,2753.25855308,181,932,336,2,174.35287306,181.67917209,178.17907078,22.41369229,28.1312491,9.10895933,181.67917209,593.86501664,12.7394992,8.52198582,2,801.89277754,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840507",932,336,-32.890301,-60.689533,0.23799749033227,"{""type"":""Polygon"",""coordinates"":[[[-60.685531,-32.890888],[-60.686254,-32.891028],[-60.686468,-32.891073],[-60.686500,-32.890985],[-60.686832,-32.891053],[-60.687371,-32.891175],[-60.687863,-32.891290],[-60.688950,-32.891535],[-60.690006,-32.891755],[-60.690567,-32.891883],[-60.692179,-32.892226],[-60.693226,-32.892455],[-60.694035,-32.889811],[-60.693704,-32.889734],[-60.691900,-32.889338],[-60.690849,-32.889118],[-60.689801,-32.888893],[-60.689207,-32.888751],[-60.688163,-32.888589],[-60.687015,-32.888522],[-60.686826,-32.888514],[-60.685843,-32.888459],[-60.685844,-32.888572],[-60.685371,-32.889388],[-60.684599,-32.890701],[-60.685531,-32.890888]]]}"
"820840308",2.80875123,591.72203666,712,1662,479,2,175.89337342,403.53301723,292.45981265,31.2015728,25.70833815,23.29131491,403.53301723,952.08742917,35.48629583,15.93038048,2,1291.45946571,1,"21","0342B","","","","","82","Santa Fe","82084","Rosario","820840308",1662,479,-32.897758,-60.722391,1.9745168077837,"{""type"":""Polygon"",""coordinates"":[[[-60.719696,-32.893915],[-60.719536,-32.894062],[-60.718851,-32.893970],[-60.718439,-32.893939],[-60.718301,-32.893933],[-60.717685,-32.893921],[-60.716675,-32.896331],[-60.716493,-32.896292],[-60.715408,-32.897803],[-60.715591,-32.897919],[-60.715232,-32.898304],[-60.715044,-32.898229],[-60.714865,-32.898500],[-60.715005,-32.898578],[-60.712680,-32.900842],[-60.707403,-32.905231],[-60.712952,-32.905147],[-60.717246,-32.904429],[-60.719885,-32.902673],[-60.720565,-32.902405],[-60.721795,-32.901782],[-60.722543,-32.901710],[-60.724995,-32.901701],[-60.730309,-32.901382],[-60.730356,-32.900281],[-60.730401,-32.899441],[-60.730603,-32.898554],[-60.731116,-32.897140],[-60.732349,-32.894699],[-60.732920,-32.893760],[-60.733788,-32.892617],[-60.734666,-32.891525],[-60.733028,-32.891487],[-60.732109,-32.891462],[-60.730769,-32.891437],[-60.727514,-32.891362],[-60.727531,-32.890814],[-60.727553,-32.890261],[-60.727206,-32.890260],[-60.726916,-32.890248],[-60.724021,-32.890184],[-60.723282,-32.890818],[-60.722528,-32.891435],[-60.721920,-32.892016],[-60.721166,-32.892673],[-60.720900,-32.892873],[-60.720326,-32.893335],[-60.719696,-32.893915]]]}"
"820840611",0.25080874,4202.40538835,236,1054,347,2,189.90765668,197.88756694,194.07520625,24.41331596,30.64096107,9.92160949,197.88756694,646.8463164,13.87604574,9.2822695,2,873.43314517,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840611",1054,347,-32.89297,-60.713156,0.17636293769509,"{""type"":""Polygon"",""coordinates"":[[[-60.715970,-32.892498],[-60.715879,-32.892499],[-60.715788,-32.892495],[-60.715698,-32.892487],[-60.715608,-32.892483],[-60.715419,-32.892466],[-60.714549,-32.892433],[-60.714565,-32.891907],[-60.713432,-32.891886],[-60.712817,-32.891878],[-60.712545,-32.891871],[-60.711417,-32.891823],[-60.711151,-32.891817],[-60.710552,-32.891791],[-60.710535,-32.892259],[-60.710522,-32.892749],[-60.707828,-32.892828],[-60.707509,-32.892814],[-60.707225,-32.892798],[-60.707082,-32.893089],[-60.706984,-32.893305],[-60.706852,-32.893547],[-60.706435,-32.893520],[-60.706448,-32.893836],[-60.708003,-32.893663],[-60.708430,-32.893659],[-60.709632,-32.893710],[-60.710154,-32.893723],[-60.711669,-32.893774],[-60.712185,-32.893787],[-60.712742,-32.893806],[-60.713540,-32.893840],[-60.714475,-32.893861],[-60.715014,-32.893857],[-60.715478,-32.893863],[-60.716398,-32.893898],[-60.717008,-32.893874],[-60.717685,-32.893921],[-60.718362,-32.892275],[-60.718325,-32.892229],[-60.718269,-32.892172],[-60.718217,-32.892107],[-60.718157,-32.892051],[-60.718104,-32.891990],[-60.718049,-32.891934],[-60.717997,-32.891868],[-60.717884,-32.891756],[-60.717703,-32.891554],[-60.717103,-32.891920],[-60.716949,-32.892040],[-60.716880,-32.892087],[-60.716812,-32.892142],[-60.716678,-32.892240],[-60.716529,-32.892333],[-60.716454,-32.892375],[-60.716306,-32.892440],[-60.716227,-32.892468],[-60.716142,-32.892478],[-60.716055,-32.892493],[-60.715970,-32.892498]]]}"
"820840508",0.19331982,4469.27793083,157,864,312,2,164.13779129,171.03485309,167.73981763,21.10050659,26.48308004,8.57527862,171.03485309,559.07132725,11.99311044,8.02269504,2,754.91104357,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840508",864,312,-32.892482,-60.696586,0.1359715986614,"{""type"":""Polygon"",""coordinates"":[[[-60.698663,-32.894612],[-60.698934,-32.893706],[-60.699247,-32.892841],[-60.699546,-32.891950],[-60.698774,-32.891782],[-60.696643,-32.891300],[-60.695568,-32.891074],[-60.695036,-32.890952],[-60.693770,-32.890682],[-60.693226,-32.892455],[-60.693961,-32.892621],[-60.694722,-32.892779],[-60.695261,-32.892901],[-60.695583,-32.892969],[-60.696117,-32.893095],[-60.696633,-32.893207],[-60.696355,-32.894100],[-60.696896,-32.894209],[-60.697914,-32.894436],[-60.698663,-32.894612]]]}"
"820840612",0.21228468,4927.34566456,211,1046,372,2,193.85439282,202.00014474,198.10855406,24.92068317,31.27775365,10.12780431,202.00014474,660.28933275,14.16442322,9.4751773,2,891.58517875,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840612",1046,372,-32.892739,-60.702268,0.1492779970752,"{""type"":""Polygon"",""coordinates"":[[[-60.699091,-32.893274],[-60.698934,-32.893706],[-60.699324,-32.893790],[-60.700326,-32.894026],[-60.700824,-32.894128],[-60.701354,-32.894232],[-60.701851,-32.894352],[-60.702128,-32.893468],[-60.702652,-32.893576],[-60.703188,-32.893630],[-60.704003,-32.893723],[-60.705016,-32.893780],[-60.705213,-32.893788],[-60.705693,-32.893120],[-60.705832,-32.892892],[-60.706095,-32.892507],[-60.706448,-32.892000],[-60.704353,-32.891933],[-60.703226,-32.891818],[-60.702678,-32.891705],[-60.699853,-32.891089],[-60.699546,-32.891950],[-60.699247,-32.892841],[-60.699091,-32.893274]]]}"
"820840510",0.42819393,1735.19506152,145,743,246,2,138.83224779,144.66597192,141.87894051,17.84738747,22.40011579,7.25320596,144.66597192,472.87786945,10.1441019,6.7858156,2,638.52447532,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840510",743,246,-32.893025,-60.688253,0.30108886990743,"{""type"":""Polygon"",""coordinates"":[[[-60.684414,-32.891022],[-60.682796,-32.893104],[-60.683171,-32.893215],[-60.683318,-32.893473],[-60.685340,-32.893964],[-60.685652,-32.894049],[-60.686909,-32.894310],[-60.687483,-32.894433],[-60.688562,-32.894673],[-60.690163,-32.895020],[-60.691284,-32.895275],[-60.692306,-32.895485],[-60.693226,-32.892455],[-60.692179,-32.892226],[-60.690567,-32.891883],[-60.690006,-32.891755],[-60.688950,-32.891535],[-60.687863,-32.891290],[-60.687371,-32.891175],[-60.686832,-32.891053],[-60.686500,-32.890985],[-60.686468,-32.891073],[-60.686254,-32.891028],[-60.685274,-32.890838],[-60.684599,-32.890701],[-60.684414,-32.891022]]]}"
"820840307",15.33504056,149.59203995,911,2294,620,3,495.44865275,405.89433364,380.00075948,47.76839255,50.32578259,21.82915071,495.44865275,1401.26707172,33.42874125,35.02711003,1,1822.50574561,1,"21","0353A","","","","","82","Santa Fe","82084","Rosario","820840307",2294,620,-32.907314,-60.768674,10.77969901172,"{""type"":""Polygon"",""coordinates"":[[[-60.747159,-32.906949],[-60.747116,-32.908801],[-60.744871,-32.908734],[-60.749185,-32.914451],[-60.751277,-32.915934],[-60.752125,-32.917023],[-60.752599,-32.918204],[-60.753342,-32.918866],[-60.753920,-32.919021],[-60.755471,-32.919005],[-60.756772,-32.919150],[-60.757252,-32.919246],[-60.757614,-32.919446],[-60.757915,-32.919769],[-60.758260,-32.920202],[-60.758612,-32.920699],[-60.759080,-32.921092],[-60.759555,-32.921589],[-60.760180,-32.922034],[-60.760496,-32.922322],[-60.761587,-32.923592],[-60.761921,-32.924029],[-60.776690,-32.922443],[-60.798431,-32.895830],[-60.771797,-32.895738],[-60.767519,-32.895585],[-60.756488,-32.895257],[-60.747449,-32.895057],[-60.747369,-32.902133],[-60.747303,-32.903786],[-60.747159,-32.906949]]]}"
"820840509",0.23902566,3790.38805187,162,906,307,2,172.72774642,179.98575771,176.5182805,22.20477638,27.86904038,9.02405558,179.98575771,588.32965697,12.62075554,8.44255319,2,794.41841077,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840509",906,307,-32.894685,-60.695342,0.16799242954812,"{""type"":""Polygon"",""coordinates"":[[[-60.697951,-32.896719],[-60.697954,-32.896720],[-60.698391,-32.895519],[-60.698664,-32.894612],[-60.697914,-32.894436],[-60.696896,-32.894209],[-60.696355,-32.894100],[-60.696633,-32.893207],[-60.696117,-32.893095],[-60.695583,-32.892969],[-60.695261,-32.892901],[-60.694722,-32.892779],[-60.693961,-32.892621],[-60.693226,-32.892455],[-60.692306,-32.895485],[-60.692981,-32.895626],[-60.694115,-32.895877],[-60.694655,-32.895990],[-60.695703,-32.896224],[-60.696250,-32.896355],[-60.697198,-32.896553],[-60.697588,-32.896641],[-60.697951,-32.896719]]]}"
"820840615",0.1509938,6225.42130903,264,940,289,2,156.94080185,163.53544652,160.38488927,20.17530757,25.32187002,8.19927631,163.53544652,534.55759155,11.46724562,7.67092199,2,721.81027645,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840615",940,289,-32.896302,-60.715378,0.10616311322553,"{""type"":""Polygon"",""coordinates"":[[[-60.714475,-32.893861],[-60.714063,-32.894686],[-60.714568,-32.894851],[-60.715054,-32.895020],[-60.715630,-32.895247],[-60.715096,-32.896106],[-60.715018,-32.896247],[-60.714659,-32.896943],[-60.714059,-32.897975],[-60.713684,-32.898675],[-60.713088,-32.899806],[-60.712680,-32.900842],[-60.715005,-32.898578],[-60.714865,-32.898500],[-60.715044,-32.898229],[-60.715232,-32.898304],[-60.715591,-32.897919],[-60.715408,-32.897803],[-60.716493,-32.896292],[-60.716675,-32.896331],[-60.717685,-32.893921],[-60.717008,-32.893874],[-60.716398,-32.893898],[-60.715478,-32.893863],[-60.715014,-32.893857],[-60.714475,-32.893861]]]}"
"820840614",0.25983584,5849.84744417,400,1520,475,2,260.02026342,270.94630193,265.72644377,33.42654509,41.95339412,13.5845998,270.94630193,885.65754813,18.99898683,12.70921986,2,1195.89868288,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840614",1520,475,-32.894707,-60.709251,0.18266945047906,"{""type"":""Polygon"",""coordinates"":[[[-60.706706,-32.893807],[-60.706448,-32.893836],[-60.705881,-32.893812],[-60.705213,-32.893788],[-60.704727,-32.893763],[-60.704670,-32.894665],[-60.704624,-32.895577],[-60.709521,-32.895758],[-60.710034,-32.895784],[-60.711591,-32.895845],[-60.712133,-32.895873],[-60.712658,-32.895886],[-60.712699,-32.894970],[-60.713809,-32.895008],[-60.714063,-32.894686],[-60.714475,-32.893861],[-60.713540,-32.893840],[-60.712742,-32.893806],[-60.712185,-32.893787],[-60.711669,-32.893774],[-60.710154,-32.893723],[-60.709632,-32.893710],[-60.708430,-32.893659],[-60.708003,-32.893663],[-60.706706,-32.893807]]]}"
"820840613",0.206318,5704.78591005,267,1177,386,2,211.26646403,220.14387031,215.90273556,27.15906788,34.08713273,11.03748734,220.14387031,719.59675785,15.4366768,10.32624113,2,971.66767984,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840613",1177,386,-32.895029,-60.701944,0.14503078835477,"{""type"":""Polygon"",""coordinates"":[[[-60.701874,-32.894278],[-60.701851,-32.894352],[-60.701354,-32.894232],[-60.700824,-32.894128],[-60.700326,-32.894026],[-60.699324,-32.893790],[-60.698934,-32.893706],[-60.698391,-32.895519],[-60.699237,-32.895694],[-60.700800,-32.896049],[-60.701308,-32.896156],[-60.702638,-32.896451],[-60.703449,-32.896526],[-60.703984,-32.896544],[-60.704572,-32.896569],[-60.704589,-32.896070],[-60.704624,-32.895577],[-60.704670,-32.894665],[-60.704727,-32.893763],[-60.704003,-32.893723],[-60.703188,-32.893630],[-60.702652,-32.893576],[-60.702128,-32.893468],[-60.701874,-32.894278]]]}"
"820840511",0.40061505,2256.53028016,194,904,297,2,164.83427414,171.76060211,168.45158489,21.19004197,26.5954552,8.61166594,171.76060211,561.44362426,12.04400058,8.05673759,2,758.11434361,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840511",904,297,-32.895745,-60.687155,0.28171651955221,"{""type"":""Polygon"",""coordinates"":[[[-60.684429,-32.896252],[-60.684495,-32.896529],[-60.684606,-32.896467],[-60.684692,-32.896452],[-60.684793,-32.896461],[-60.684881,-32.896505],[-60.684907,-32.896511],[-60.684960,-32.896567],[-60.684994,-32.896627],[-60.685015,-32.896714],[-60.685027,-32.896791],[-60.686119,-32.897040],[-60.686669,-32.897149],[-60.687749,-32.897379],[-60.688821,-32.897614],[-60.689363,-32.897740],[-60.689881,-32.897853],[-60.690400,-32.897969],[-60.691478,-32.898191],[-60.692306,-32.895485],[-60.691284,-32.895275],[-60.690163,-32.895020],[-60.688562,-32.894673],[-60.687483,-32.894433],[-60.686909,-32.894310],[-60.685652,-32.894049],[-60.685340,-32.893964],[-60.683318,-32.893473],[-60.683171,-32.893215],[-60.682796,-32.893104],[-60.682638,-32.893291],[-60.682298,-32.894289],[-60.682041,-32.895016],[-60.681977,-32.895774],[-60.682427,-32.895883],[-60.682819,-32.895931],[-60.684429,-32.896252]]]}"
"820840620",0.05509606,16661.808274,203,918,299,2,165.99507888,172.97018382,169.63786366,21.33926762,26.78274714,8.67231148,172.97018382,565.3974526,12.12881748,8.11347518,2,763.45317702,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840620",918,299,-32.895917,-60.714234,0.038757044847029,"{""type"":""Polygon"",""coordinates"":[[[-60.714657,-32.896943],[-60.714659,-32.896943],[-60.715018,-32.896247],[-60.715096,-32.896106],[-60.715630,-32.895247],[-60.715054,-32.895020],[-60.714568,-32.894851],[-60.714063,-32.894686],[-60.713809,-32.895008],[-60.713541,-32.895478],[-60.713337,-32.895901],[-60.713201,-32.896175],[-60.712908,-32.896648],[-60.712859,-32.896894],[-60.713392,-32.896898],[-60.713911,-32.896920],[-60.714657,-32.896943]]]}"
"820840616",0.17439664,12666.528767,702,2209,600,2,349.86655088,364.56792589,357.54442032,44.97661022,56.44979013,18.27856419,364.56792589,1191.68386163,25.56381531,17.10070922,2,1609.12438848,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840616",2209,600,-32.896798,-60.710321,0.12260216033434,"{""type"":""Polygon"",""coordinates"":[[[-60.712699,-32.894971],[-60.712658,-32.895886],[-60.712133,-32.895873],[-60.711591,-32.895845],[-60.710034,-32.895784],[-60.709521,-32.895758],[-60.707895,-32.895698],[-60.707868,-32.896191],[-60.707832,-32.896703],[-60.707775,-32.897605],[-60.707749,-32.898095],[-60.707741,-32.898490],[-60.709360,-32.898541],[-60.709398,-32.898124],[-60.709423,-32.897662],[-60.709908,-32.897678],[-60.710434,-32.897705],[-60.710963,-32.897736],[-60.711487,-32.897758],[-60.712378,-32.897755],[-60.712568,-32.897390],[-60.712859,-32.896894],[-60.712908,-32.896648],[-60.713201,-32.896175],[-60.713337,-32.895901],[-60.713541,-32.895478],[-60.713809,-32.895008],[-60.712699,-32.894971]]]}"
"820840617",0.13411186,7292.41992365,272,978,297,2,163.90563034,170.79293675,167.50256188,21.07066146,26.44562165,8.56314952,170.79293675,558.28056159,11.97614705,8.01134752,2,753.84327689,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840617",978,297,-32.897027,-60.706186,0.094295065081277,"{""type"":""Polygon"",""coordinates"":[[[-60.707740,-32.898490],[-60.707749,-32.898095],[-60.707775,-32.897605],[-60.707832,-32.896703],[-60.707868,-32.896191],[-60.707895,-32.895698],[-60.704624,-32.895577],[-60.704589,-32.896070],[-60.704572,-32.896569],[-60.704553,-32.897023],[-60.704514,-32.897903],[-60.704491,-32.898343],[-60.705270,-32.898385],[-60.706137,-32.898427],[-60.706922,-32.898460],[-60.707740,-32.898490]]]}"
"820840618",0.13188227,6543.71505253,198,863,301,2,154.38703141,160.87436677,157.77507599,19.84701114,24.90982776,8.06585613,160.87436677,525.8591692,11.28064843,7.54609929,2,710.06484296,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840618",863,301,-32.896805,-60.700574,0.092714885606272,"{""type"":""Polygon"",""coordinates"":[[[-60.697954,-32.896720],[-60.697692,-32.897613],[-60.698104,-32.897694],[-60.699106,-32.897934],[-60.699630,-32.898047],[-60.699905,-32.897140],[-60.700946,-32.897360],[-60.702056,-32.897434],[-60.702468,-32.897380],[-60.702853,-32.897396],[-60.703421,-32.897452],[-60.703409,-32.897420],[-60.703416,-32.897092],[-60.703984,-32.897089],[-60.703955,-32.897447],[-60.703955,-32.897483],[-60.704532,-32.897468],[-60.704572,-32.896569],[-60.703984,-32.896544],[-60.703449,-32.896526],[-60.702638,-32.896451],[-60.701308,-32.896156],[-60.700800,-32.896049],[-60.699237,-32.895694],[-60.698391,-32.895519],[-60.697954,-32.896720]]]}"
"820840512",0.11471218,4472.06230798,90,513,181,2,98.20408163,102.33061224,100.35918367,12.6244898,15.84489796,5.13061224,102.33061224,334.49387755,7.1755102,4.8,2,451.66530612,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840512",513,181,-32.897256,-60.693249,0.080651186183199,"{""type"":""Polygon"",""coordinates"":[[[-60.694886,-32.898934],[-60.695023,-32.898503],[-60.695146,-32.898050],[-60.694093,-32.897816],[-60.694655,-32.895990],[-60.694115,-32.895877],[-60.692981,-32.895626],[-60.692306,-32.895485],[-60.691478,-32.898191],[-60.692231,-32.898349],[-60.694886,-32.898934]]]}"
"820840513",0.12511655,5115.23047795,131,640,225,2,118.16992329,123.13541757,120.76317846,15.19117094,19.06631929,6.17371544,123.13541757,402.499725,8.63436098,5.77588652,2,543.4932407,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840513",640,225,-32.897623,-60.696046,0.087971694702117,"{""type"":""Polygon"",""coordinates"":[[[-60.697061,-32.899358],[-60.697118,-32.899367],[-60.697378,-32.898500],[-60.697692,-32.897613],[-60.697954,-32.896720],[-60.697588,-32.896641],[-60.697198,-32.896553],[-60.696250,-32.896355],[-60.695703,-32.896224],[-60.694655,-32.895990],[-60.694093,-32.897816],[-60.695146,-32.898050],[-60.695023,-32.898503],[-60.694887,-32.898934],[-60.695395,-32.899050],[-60.696315,-32.899242],[-60.696658,-32.899293],[-60.697061,-32.899358]]]}"
"820840621",0.04687247,19265.0385494,226,903,287,2,157.1729628,163.77736286,160.62214503,20.2051527,25.35932841,8.21140541,163.77736286,535.34835722,11.484209,7.6822695,2,722.87804313,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840621",903,287,-32.897786,-60.713262,0.032949383644294,"{""type"":""Polygon"",""coordinates"":[[[-60.713681,-32.898675],[-60.713684,-32.898675],[-60.714059,-32.897975],[-60.714659,-32.896943],[-60.713911,-32.896920],[-60.713392,-32.896898],[-60.712859,-32.896894],[-60.712568,-32.897390],[-60.712378,-32.897755],[-60.712073,-32.898274],[-60.711851,-32.898633],[-60.712333,-32.898649],[-60.712824,-32.898652],[-60.713681,-32.898675]]]}"
"820840516",0.56648039,1609.94099816,183,912,311,2,169.24533218,176.35701259,172.9594442,21.75709944,27.30716457,8.84211898,176.35701259,576.46817195,12.36630482,8.27234043,2,778.40191055,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840516",912,311,-32.89962,-60.684506,0.39829725011383,"{""type"":""Polygon"",""coordinates"":[[[-60.681964,-32.895796],[-60.678522,-32.901486],[-60.680804,-32.901638],[-60.681424,-32.900993],[-60.682501,-32.899851],[-60.682859,-32.899934],[-60.682396,-32.900846],[-60.682507,-32.900864],[-60.682673,-32.900898],[-60.684826,-32.901381],[-60.685891,-32.901602],[-60.686417,-32.901728],[-60.686956,-32.901850],[-60.688026,-32.902062],[-60.689134,-32.902312],[-60.690148,-32.902535],[-60.690940,-32.899950],[-60.689959,-32.899728],[-60.688808,-32.899481],[-60.688283,-32.899373],[-60.686677,-32.899021],[-60.686142,-32.898913],[-60.685608,-32.898796],[-60.683975,-32.898447],[-60.684113,-32.898237],[-60.684472,-32.897595],[-60.684979,-32.896865],[-60.685027,-32.896791],[-60.685015,-32.896714],[-60.684994,-32.896627],[-60.684960,-32.896567],[-60.684907,-32.896511],[-60.684881,-32.896505],[-60.684793,-32.896461],[-60.684692,-32.896452],[-60.684606,-32.896467],[-60.684495,-32.896529],[-60.684429,-32.896252],[-60.682819,-32.895931],[-60.682427,-32.895883],[-60.681977,-32.895774],[-60.681964,-32.895796]]]}"
"820840619",0.10336953,7439.3293942,228,769,223,2,125.59907367,130.87674048,128.35536257,16.14621508,20.2649877,6.56184687,130.87674048,427.80422637,9.17718917,6.13900709,2,577.6617745,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840619",769,223,-32.898144,-60.702478,0.072657775637724,"{""type"":""Polygon"",""coordinates"":[[[-60.703409,-32.897420],[-60.703421,-32.897452],[-60.702853,-32.897396],[-60.702468,-32.897380],[-60.702056,-32.897434],[-60.700946,-32.897360],[-60.699905,-32.897140],[-60.699630,-32.898047],[-60.700143,-32.898163],[-60.700664,-32.898275],[-60.701759,-32.898349],[-60.701666,-32.898646],[-60.701504,-32.899135],[-60.702649,-32.899174],[-60.703197,-32.899184],[-60.704245,-32.899242],[-60.704439,-32.899250],[-60.704514,-32.897903],[-60.704532,-32.897468],[-60.703955,-32.897483],[-60.703955,-32.897447],[-60.703984,-32.897089],[-60.703416,-32.897092],[-60.703409,-32.897420]]]}"
"820840623",0.1201784,10484.4135566,447,1260,322,2,188.74685193,196.67798524,192.88892749,24.26409032,30.45366913,9.86096396,196.67798524,642.89248806,13.79122883,9.22553191,2,868.09431177,1,"21","00342","","","","","82","Santa Fe","82084","Rosario","820840623",1260,322,-32.898975,-60.709989,0.084495397567006,"{""type"":""Polygon"",""coordinates"":[[[-60.709423,-32.897663],[-60.709398,-32.898124],[-60.709360,-32.898541],[-60.707741,-32.898490],[-60.707714,-32.899308],[-60.707879,-32.899806],[-60.708469,-32.899934],[-60.709341,-32.900115],[-60.710855,-32.900450],[-60.711571,-32.899080],[-60.712073,-32.898274],[-60.712378,-32.897755],[-60.711487,-32.897758],[-60.710963,-32.897736],[-60.710434,-32.897705],[-60.709908,-32.897678],[-60.709423,-32.897663]]]}"
