"id_distrito","departamento","distrito","regimen_de_tenencia","hogares_particulares_ocupados"
"1607","Rosario","Soldini","Ocupante por trabajo",43
"1622","Rosario","Uranga","Ocupante por trabajo",5
"1616","Rosario","Villa Amelia","Ocupante por trabajo",19
"1608","Rosario","Villa Gobernador Gálvez","Ocupante por trabajo",132
"1605","Rosario","Zavalla","Ocupante por trabajo",31
"1617","Rosario","General Lagos","Ocupante por trabajo",38
"0706","San Cristóbal","Aguará Grande","Ocupante por trabajo",94
"0703","San Cristóbal","Ambrosetti","Ocupante por trabajo",110
"0711","San Cristóbal","Arrufó","Ocupante por trabajo",82
"0718","San Cristóbal","Capivara","Ocupante por trabajo",55
"0701","San Cristóbal","Ceres","Ocupante por trabajo",98
"0713","San Cristóbal","Colonia Ana","Ocupante por trabajo",69
"0729","San Cristóbal","Colonia Bossi","Ocupante por trabajo",77
"0721","San Cristóbal","Colonia La Clara","Ocupante por trabajo",18
"0715","San Cristóbal","Colonia Rosa","Ocupante por trabajo",105
"0723","San Cristóbal","Constanza","Ocupante por trabajo",42
"0717","San Cristóbal","Curupaytí","Ocupante por trabajo",78
"0728","San Cristóbal","Colonia Dos Rosas y La Legua","Ocupante por trabajo",80
"0702","San Cristóbal","Hersilia","Ocupante por trabajo",90
"0704","San Cristóbal","Huanqueros","Ocupante por trabajo",51
"0720","San Cristóbal","La Lucila","Ocupante por trabajo",38
"0712","San Cristóbal","La Rubia","Ocupante por trabajo",29
"0705","San Cristóbal","Las Avispas","Ocupante por trabajo",47
"0730","San Cristóbal","Las Palmeras","Ocupante por trabajo",28
"0724","San Cristóbal","Moisés Ville","Ocupante por trabajo",29
"0725","San Cristóbal","Monigotes","Ocupante por trabajo",20
"0727","San Cristóbal","Monte Oscuridad","Ocupante por trabajo",157
"0719","San Cristóbal","Ñanducita","Ocupante por trabajo",23
"0731","San Cristóbal","Palacios","Ocupante por trabajo",46
"0710","San Cristóbal","Portugalete","Ocupante por trabajo",49
"0708","San Cristóbal","San Cristóbal","Ocupante por trabajo",105
"0716","San Cristóbal","San Guillermo","Ocupante por trabajo",134
"0709","San Cristóbal","Santurce","Ocupante por trabajo",20
"0722","San Cristóbal","Soledad","Ocupante por trabajo",81
"0726","San Cristóbal","Suardi","Ocupante por trabajo",183
"0707","San Cristóbal","Villa Saralegui","Ocupante por trabajo",98
"0714","San Cristóbal","Villa Trinidad","Ocupante por trabajo",108
"0732","San Cristóbal","La Cabral","Ocupante por trabajo",19
"0403","San Javier","Alejandra","Ocupante por trabajo",95
"0405","San Javier","Cacique Ariacaiquín","Ocupante por trabajo",13
"0401","San Javier","Romang","Ocupante por trabajo",45
"0402","San Javier","Colonia Durán","Ocupante por trabajo",21
"0404","San Javier","San Javier","Ocupante por trabajo",112
"0406","San Javier","La Brava","Ocupante por trabajo",29
"1110","San Jerónimo","Arocena","Ocupante por trabajo",43
"1115","San Jerónimo","Barrancas","Ocupante por trabajo",65
"1113","San Jerónimo","Bernardo de Irigoyen (Est. Irigoyen)","Ocupante por trabajo",35
"1107","San Jerónimo","Campo Piaggio","Ocupante por trabajo",18
"1114","San Jerónimo","Casalegno","Ocupante por trabajo",15
"1122","San Jerónimo","Centeno","Ocupante por trabajo",42
"1105","San Jerónimo","Coronda","Ocupante por trabajo",133
"1104","San Jerónimo","Desvío Arijón","Ocupante por trabajo",32
"1119","San Jerónimo","Díaz","Ocupante por trabajo",38
"1117","San Jerónimo","Gaboto","Ocupante por trabajo",16
"1108","San Jerónimo","Gálvez","Ocupante por trabajo",66
"1102","San Jerónimo","Gessler","Ocupante por trabajo",12
"1112","San Jerónimo","Irigoyen (Pueblo)","Ocupante por trabajo",11
"1103","San Jerónimo","Larrechea","Ocupante por trabajo",6
"1106","San Jerónimo","Loma Alta","Ocupante por trabajo",9
"1101","San Jerónimo","López","Ocupante por trabajo",24
"1118","San Jerónimo","Maciel","Ocupante por trabajo",20
"1109","San Jerónimo","San Eugenio","Ocupante por trabajo",5
"1111","San Jerónimo","San Fabián","Ocupante por trabajo",15
"1121","San Jerónimo","San Genaro","Ocupante por trabajo",74
"1116","San Jerónimo","Monje","Ocupante por trabajo",28
"0614","San Justo","Angeloni","Ocupante por trabajo",38
"0617","San Justo","Cayastacito","Ocupante por trabajo",16
"0616","San Justo","Colonia Esther","Ocupante por trabajo",4
"0607","San Justo","Gobernador Crespo","Ocupante por trabajo",16
"0605","San Justo","La Criolla (Est. Cañadita)","Ocupante por trabajo",38
"0606","San Justo","La Penca y Caraguatá","Ocupante por trabajo",55
"0609","San Justo","Marcelino Escalada","Ocupante por trabajo",33
"0612","San Justo","Naré","Ocupante por trabajo",25
"0601","San Justo","Pedro Gómez Cello","Ocupante por trabajo",34
"0610","San Justo","Ramayón","Ocupante por trabajo",22
"0613","San Justo","San Bernardo","Ocupante por trabajo",16
"0611","San Justo","San Justo","Ocupante por trabajo",113
"0604","San Justo","San Martín Norte","Ocupante por trabajo",17
"0603","San Justo","Vera y Pintado","Ocupante por trabajo",25
"0602","San Justo","La Camila","Ocupante por trabajo",18
"0615","San Justo","Videla","Ocupante por trabajo",28
"0608","San Justo","Silva","Ocupante por trabajo",34
"0618","San Justo","Colonia Dolores","Ocupante por trabajo",6
"1507","San Lorenzo","Aldao","Ocupante por trabajo",25
"1511","San Lorenzo","Roldán","Ocupante por trabajo",60
"1505","San Lorenzo","Capitán Bermúdez","Ocupante por trabajo",43
"1509","San Lorenzo","Carcarañá","Ocupante por trabajo",41
"1513","San Lorenzo","Coronel Arnold","Ocupante por trabajo",12
"1504","San Lorenzo","Fray Luis Beltrán","Ocupante por trabajo",85
"1514","San Lorenzo","Fuentes","Ocupante por trabajo",18
"1501","San Lorenzo","Timbúes","Ocupante por trabajo",29
"1508","San Lorenzo","Luis Palacios","Ocupante por trabajo",46
"1502","San Lorenzo","Puerto General San Martín","Ocupante por trabajo",39
"1512","San Lorenzo","Pujato","Ocupante por trabajo",32
"1506","San Lorenzo","Ricardone","Ocupante por trabajo",29
"1510","San Lorenzo","San Jerónimo Sud","Ocupante por trabajo",16
"1503","San Lorenzo","San Lorenzo","Ocupante por trabajo",107
"1515","San Lorenzo","Villa Mugueta","Ocupante por trabajo",21
"1206","San Martín","Cañada Rosquín","Ocupante por trabajo",56
"1211","San Martín","Carlos Pellegrini","Ocupante por trabajo",83
"1212","San Martín","Casas","Ocupante por trabajo",52
"1201","San Martín","Castelar","Ocupante por trabajo",60
"1205","San Martín","Colonia Belgrano","Ocupante por trabajo",44
"1202","San Martín","Crispi","Ocupante por trabajo",64
"1215","San Martín","El Trébol","Ocupante por trabajo",90
"1210","San Martín","Landeta","Ocupante por trabajo",34
"1213","San Martín","Las Bandurrias","Ocupante por trabajo",35
"1209","San Martín","Las Petacas","Ocupante por trabajo",36
"1214","San Martín","Los Cardos","Ocupante por trabajo",28
"1217","San Martín","María Susana","Ocupante por trabajo",26
"1216","San Martín","Piamonte","Ocupante por trabajo",34
"1208","San Martín","San Jorge","Ocupante por trabajo",101
"1204","San Martín","San Martín de las Escobas","Ocupante por trabajo",64
"1203","San Martín","Sastre","Ocupante por trabajo",60
"1207","San Martín","Traill","Ocupante por trabajo",27
"0211","Vera","Garabato","Ocupante por trabajo",27
"0209","Vera","Golondrina","Ocupante por trabajo",43
"0208","Vera","Cañada Ombú","Ocupante por trabajo",31
"0210","Vera","Intiyaco","Ocupante por trabajo",45
"0212","Vera","Los Amores","Ocupante por trabajo",67
"0213","Vera","Tartagal","Ocupante por trabajo",42
"0205","Vera","Calchaquí","Ocupante por trabajo",172
"0202","Vera","Vera","Ocupante por trabajo",90
"0206","Vera","Toba","Ocupante por trabajo",33
"0207","Vera","Fortín Olmos","Ocupante por trabajo",108
"0204","Vera","Margarita","Ocupante por trabajo",73
"0203","Vera","La Gallareta","Ocupante por trabajo",136
"1306","Belgrano","Armstrong","Otra situación",84
"1301","Belgrano","Bouquet","Otra situación",9
"1303","Belgrano","Las Parejas","Otra situación",57
"1302","Belgrano","Las Rosas","Otra situación",104
"1304","Belgrano","Montes de Oca","Otra situación",16
"1305","Belgrano","Tortugas","Otra situación",14
"1803","Caseros","Arequito","Otra situación",59
"1801","Caseros","Arteaga","Otra situación",24
"1811","Caseros","Berabevú","Otra situación",19
"1807","Caseros","Bigand","Otra situación",64
"1805","Caseros","Casilda","Otra situación",273
"1808","Caseros","Chabás","Otra situación",76
"1812","Caseros","Chañar Ladeado","Otra situación",29
"1813","Caseros","Gödeken","Otra situación",8
"1804","Caseros","Los Molinos","Otra situación",15
"1810","Caseros","Los Quirquinchos","Otra situación",32
"1806","Caseros","Sanford","Otra situación",17
"1802","Caseros","San José de la Esquina","Otra situación",59
"1809","Caseros","Villada","Otra situación",9
"0837","Castellanos","Angélica","Otra situación",45
"0812","Castellanos","Ataliva","Otra situación",16
"0826","Castellanos","Aurelia","Otra situación",2
"0832","Castellanos","Bauer y Sigel","Otra situación",3
"0825","Castellanos","Bella Italia","Otra situación",3
"0822","Castellanos","Colonia Castellanos","Otra situación",1
"0810","Castellanos","Colonia Aldao","Otra situación",3
"0807","Castellanos","Colonia Bicha","Otra situación",1
"0816","Castellanos","Colonia Bigand","Otra situación",1
"0834","Castellanos","Colonia Cello","Otra situación",1
"0805","Castellanos","Tacural","Otra situación",10
"0836","Castellanos","Colonia Iturraspe","Otra situación",0
"0845","Castellanos","Colonia Margarita","Otra situación",1
"0804","Castellanos","Colonia Raquel","Otra situación",2
"0806","Castellanos","Tacurales","Otra situación",0
"0820","Castellanos","Coronel Fraga","Otra situación",2
"0815","Castellanos","Egusquiza","Otra situación",1
"0842","Castellanos","Esmeralda","Otra situación",10
"0838","Castellanos","Estación Clucellas","Otra situación",4
"0808","Castellanos","Eusebia","Otra situación",5
"0839","Castellanos","Eustolia","Otra situación",1
"0817","Castellanos","Fidela","Otra situación",0
"0841","Castellanos","Frontera","Otra situación",42
"0813","Castellanos","Galisteo","Otra situación",2
"0843","Castellanos","Garibaldi","Otra situación",3
"0809","Castellanos","Colonia Hugentobler","Otra situación",0
"0803","Castellanos","Humberto Primo","Otra situación",42
"0833","Castellanos","Josefina","Otra situación",10
"0814","Castellanos","Lehmann","Otra situación",18
"0844","Castellanos","María Juana","Otra situación",48
"0802","Castellanos","Colonia Mauá","Otra situación",0
"0835","Castellanos","Clucellas","Otra situación",3
"0823","Castellanos","Presidente Roca","Otra situación",5
"0818","Castellanos","Pueblo Marini","Otra situación",1
"0824","Castellanos","Rafaela","Otra situación",521
"0819","Castellanos","Ramona","Otra situación",11
"0829","Castellanos","Estación Saguier","Otra situación",3
"0830","Castellanos","San Antonio","Otra situación",0
"0831","Castellanos","Santa Clara de Saguier","Otra situación",13
"0846","Castellanos","San Vicente","Otra situación",29
"0811","Castellanos","Sunchales","Otra situación",101
"0827","Castellanos","Susana","Otra situación",5
"0821","Castellanos","Vila","Otra situación",3
"0828","Castellanos","Villa San José","Otra situación",0
"0801","Castellanos","Virginia","Otra situación",3
"0840","Castellanos","Zenón Pereyra","Otra situación",12
"1902","Constitución","Alcorta","Otra situación",75
"1901","Constitución","Bombal","Otra situación",28
"1911","Constitución","Cañada Rica","Otra situación",17
"1908","Constitución","Cepeda","Otra situación",8
"1916","Constitución","Empalme Villa Constitución","Otra situación",57
"1912","Constitución","General Gelly","Otra situación",6
"1914","Constitución","Godoy","Otra situación",19
"1913","Constitución","Juan B. Molina","Otra situación",16
"1903","Constitución","Juncal","Otra situación",14
"1907","Constitución","La Vanguardia","Otra situación",9
"1904","Constitución","Máximo Paz (Est. Paz)","Otra situación",19
"1905","Constitución","Pavón Arriba","Otra situación",12
"1910","Constitución","Peyrano","Otra situación",40
"1915","Constitución","Rueda","Otra situación",8
"1906","Constitución","Santa Teresa","Otra situación",73
"1909","Constitución","Sargento Cabral","Otra situación",9
"1917","Constitución","Theobald","Otra situación",5
"1918","Constitución","Villa Constitución","Otra situación",381
"1919","Constitución","Pavón","Otra situación",7
"0506","Garay","Saladero Mariano Cabal","Otra situación",11
"0502","Garay","Cayastá","Otra situación",25
"0501","Garay","Helvecia","Otra situación",103
"0503","Garay","Santa Rosa de Calchines","Otra situación",68
"0505","Garay","Colonia Mascías","Otra situación",23
"1729","General López","Aarón Castellanos (Est. Castellanos)","Otra situación",4
"1731","General López","Amenábar","Otra situación",10
"1701","General López","Cafferata","Otra situación",11
"1705","General López","Cañada del Ucle","Otra situación",8
"1711","General López","Carmen","Otra situación",17
"1708","General López","Carreras","Otra situación",11
"1712","General López","Chapuy","Otra situación",2
"1703","General López","Murphy","Otra situación",19
"1704","General López","Chovet","Otra situación",36
"1725","General López","Christophersen","Otra situación",9
"1730","General López","Diego de Alvear","Otra situación",37
"1710","General López","Elortondo","Otra situación",25
"1706","General López","Firmat","Otra situación",152
"1720","General López","Hughes","Otra situación",30
"1721","General López","Labordeboy","Otra situación",20
"1702","General López","La Chispa","Otra situación",0
"1728","General López","Lazzarino","Otra situación",1
"1715","General López","Maggiolo","Otra situación",15
"1717","General López","María Teresa","Otra situación",19
"1709","General López","Melincué","Otra situación",15
"1707","General López","Miguel Torres","Otra situación",1
"1727","General López","Rufino","Otra situación",110
"1726","General López","Sancti Spiritu","Otra situación",60
"1716","General López","San Eduardo","Otra situación",20
"1714","General López","San Francisco de Santa Fe","Otra situación",0
"1724","General López","San Gregorio","Otra situación",34
"1718","General López","Santa Isabel","Otra situación",44
"1723","General López","Teodelina","Otra situación",38
"1713","General López","Venado Tuerto","Otra situación",324
"1719","General López","Villa Cañás","Otra situación",63
"1722","General López","Wheelwright","Otra situación",51
"0328","General Obligado","Nicanor Molinas","Otra situación",16
"0327","General Obligado","Guadalupe Norte","Otra situación",8
"0319","General Obligado","Avellaneda","Otra situación",177
"0314","General Obligado","Arroyo Ceibal","Otra situación",17
"0322","General Obligado","Berna","Otra situación",9
"0323","General Obligado","Malabrigo","Otra situación",60
"0302","General Obligado","Florencia","Otra situación",68
"0312","General Obligado","Ingeniero Chanourdie","Otra situación",10
"0316","General Obligado","Lanteri","Otra situación",39
"0315","General Obligado","Las Garzas","Otra situación",26
"0313","General Obligado","El Sombrerito","Otra situación",13
"0305","General Obligado","Las Toscas","Otra situación",105
"0303","General Obligado","El Rabón","Otra situación",8
"0320","General Obligado","Reconquista","Otra situación",705
"0324","General Obligado","Los Laureles","Otra situación",32
"0306","General Obligado","San Antonio de Obligado","Otra situación",7
"0307","General Obligado","Tacuarendí","Otra situación",40
"0309","General Obligado","Villa Ana","Otra situación",131
"0304","General Obligado","Villa Guillermina","Otra situación",98
"0308","General Obligado","Villa Ocampo","Otra situación",211
"0321","General Obligado","El Arazá","Otra situación",15
"0326","General Obligado","La Sarita","Otra situación",18
"1405","Iriondo","Pueblo Andino","Otra situación",32
"1409","Iriondo","Bustinza","Otra situación",24
"1410","Iriondo","Cañada de Gómez","Otra situación",215
"1403","Iriondo","Carrizales (Est. Clarke)","Otra situación",11
"1401","Iriondo","Classon","Otra situación",26
"1411","Iriondo","Correa","Otra situación",79
"1408","Iriondo","Salto Grande","Otra situación",30
"1407","Iriondo","Lucio V. López","Otra situación",27
"1404","Iriondo","Oliveros","Otra situación",61
"1402","Iriondo","Totoras","Otra situación",63
"1406","Iriondo","Serodino","Otra situación",30
"1412","Iriondo","Villa Eloísa","Otra situación",25
"1008","La Capital","Arroyo Aguiar","Otra situación",20
"1002","La Capital","Cabal","Otra situación",8
"1007","La Capital","Candioti","Otra situación",7
"1001","La Capital","Emilia","Otra situación",4
"1005","La Capital","Laguna Paiva","Otra situación",208
"1003","La Capital","Llambi Campbell","Otra situación",25
"1009","La Capital","Monte Vera","Otra situación",68
"1006","La Capital","Nelson","Otra situación",67
"1010","La Capital","Recreo","Otra situación",100
"1004","La Capital","Campo Andino","Otra situación",3
"1011","La Capital","Santa Fe","Otra situación",3867
"1012","La Capital","Santo Tomé","Otra situación",651
"1013","La Capital","Sauce Viejo","Otra situación",85
"1015","La Capital","Arroyo Leyes","Otra situación",17
"1016","La Capital","San José del Rincón","Otra situación",73
"0917","Las Colonias","Cavour","Otra situación",4
"0915","Las Colonias","Cululú","Otra situación",5
"0901","Las Colonias","Elisa","Otra situación",9
"0927","Las Colonias","Empalme San Carlos","Otra situación",6
"0916","Las Colonias","Esperanza","Otra situación",196
"0912","Las Colonias","Felicia","Otra situación",15
"0926","Las Colonias","Franck","Otra situación",13
"0913","Las Colonias","Grutly","Otra situación",5
"0910","Las Colonias","Hipatia","Otra situación",1
"0918","Las Colonias","Humboldt","Otra situación",18
"0904","Las Colonias","Ituzaingó","Otra situación",0
"0902","Las Colonias","Jacinto L. Aráuz","Otra situación",0
"0903","Las Colonias","La Pelada","Otra situación",12
"0924","Las Colonias","Las Tunas","Otra situación",2
"0907","Las Colonias","María Luisa","Otra situación",6
"0936","Las Colonias","Matilde","Otra situación",2
"0919","Las Colonias","Nuevo Torino","Otra situación",1
"0920","Las Colonias","Pilar","Otra situación",33
"0909","Las Colonias","Progreso","Otra situación",18
"0906","Las Colonias","Providencia","Otra situación",12
"0925","Las Colonias","Pujato Norte","Otra situación",0
"0914","Las Colonias","Rivadavia","Otra situación",2
"0932","Las Colonias","Sa Pereira","Otra situación",17
"0929","Las Colonias","San Agustín","Otra situación",5
"0935","Las Colonias","San Carlos Centro","Otra situación",90
"0930","Las Colonias","San Carlos Norte","Otra situación",7
"0937","Las Colonias","San Carlos Sud","Otra situación",10
"0931","Las Colonias","San Jerónimo del Sauce","Otra situación",5
"0923","Las Colonias","San Jerónimo Norte","Otra situación",40
"0928","Las Colonias","Colonia San José","Otra situación",3
"0933","Las Colonias","San Mariano","Otra situación",7
"0934","Las Colonias","Santa Clara de Buena Vista","Otra situación",28
"0921","Las Colonias","Santa María Centro","Otra situación",0
"0922","Las Colonias","Santa María Norte","Otra situación",0
"0908","Las Colonias","Santo Domingo","Otra situación",6
"0911","Las Colonias","Sarmiento","Otra situación",11
"0905","Las Colonias","Soutomayor","Otra situación",0
"0103","9 de Julio","San Bernardo","Otra situación",6
"0107","9 de Julio","Esteban Rams","Otra situación",1
"0109","9 de Julio","Campo Garay (Juan de Garay)","Otra situación",1
"0106","9 de Julio","Logroño","Otra situación",7
"0101","9 de Julio","Gregoria Pérez de Denis (Est. El Nochero)","Otra situación",17
"0108","9 de Julio","Montefiore","Otra situación",0
"0110","9 de Julio","Villa Minetti","Otra situación",35
"0104","9 de Julio","Pozo Borrado","Otra situación",8
"0111","9 de Julio","Santa Margarita","Otra situación",17
"0102","9 de Julio","Gato Colorado","Otra situación",16
"0105","9 de Julio","Tostado","Otra situación",112
"1613","Rosario","Acebal","Otra situación",48
"1621","Rosario","Albarellos","Otra situación",5
"1611","Rosario","Álvarez","Otra situación",35
"1609","Rosario","Alvear","Otra situación",34
"1623","Rosario","Arminda","Otra situación",0
"1618","Rosario","Arroyo Seco","Otra situación",196
"1614","Rosario","Carmen del Sauce","Otra situación",18
"1615","Rosario","Coronel Domínguez","Otra situación",16
"1619","Rosario","Fighiera","Otra situación",36
"1604","Rosario","Funes","Otra situación",125
"1602","Rosario","Granadero Baigorria","Otra situación",269
"1601","Rosario","Ibarlucea","Otra situación",30
"1606","Rosario","Pérez","Otra situación",247
"1610","Rosario","Piñero (Est. Erasto)","Otra situación",11
"1625","Rosario","Pueblo Esther","Otra situación",36
"1612","Rosario","Pueblo Muñoz (Est. Bernard)","Otra situación",3
"1620","Rosario","Coronel Bogado","Otra situación",33
"1603","Rosario","Rosario","Otra situación",11415
"1607","Rosario","Soldini","Otra situación",25
"1622","Rosario","Uranga","Otra situación",12
"1616","Rosario","Villa Amelia","Otra situación",22
"1608","Rosario","Villa Gobernador Gálvez","Otra situación",1051
"1605","Rosario","Zavalla","Otra situación",35
"1617","Rosario","General Lagos","Otra situación",13
"0706","San Cristóbal","Aguará Grande","Otra situación",0
"0703","San Cristóbal","Ambrosetti","Otra situación",4
"0711","San Cristóbal","Arrufó","Otra situación",9
"0718","San Cristóbal","Capivara","Otra situación",1
"0701","San Cristóbal","Ceres","Otra situación",129
"0713","San Cristóbal","Colonia Ana","Otra situación",0
"0729","San Cristóbal","Colonia Bossi","Otra situación",1
"0721","San Cristóbal","Colonia La Clara","Otra situación",2
"0715","San Cristóbal","Colonia Rosa","Otra situación",7
"0723","San Cristóbal","Constanza","Otra situación",2
"0717","San Cristóbal","Curupaytí","Otra situación",4
"0728","San Cristóbal","Colonia Dos Rosas y La Legua","Otra situación",0
"0702","San Cristóbal","Hersilia","Otra situación",35
"0704","San Cristóbal","Huanqueros","Otra situación",7
"0720","San Cristóbal","La Lucila","Otra situación",1
"0712","San Cristóbal","La Rubia","Otra situación",5
"0705","San Cristóbal","Las Avispas","Otra situación",0
"0730","San Cristóbal","Las Palmeras","Otra situación",1
"0724","San Cristóbal","Moisés Ville","Otra situación",35
"0725","San Cristóbal","Monigotes","Otra situación",6
"0727","San Cristóbal","Monte Oscuridad","Otra situación",0
"0719","San Cristóbal","Ñanducita","Otra situación",0
"0731","San Cristóbal","Palacios","Otra situación",1
"0710","San Cristóbal","Portugalete","Otra situación",0
"0708","San Cristóbal","San Cristóbal","Otra situación",122
"0716","San Cristóbal","San Guillermo","Otra situación",20
"0709","San Cristóbal","Santurce","Otra situación",0
"0722","San Cristóbal","Soledad","Otra situación",16
"0726","San Cristóbal","Suardi","Otra situación",22
"0707","San Cristóbal","Villa Saralegui","Otra situación",0
"0714","San Cristóbal","Villa Trinidad","Otra situación",8
"0732","San Cristóbal","La Cabral","Otra situación",0
"0403","San Javier","Alejandra","Otra situación",65
"0405","San Javier","Cacique Ariacaiquín","Otra situación",2
"0401","San Javier","Romang","Otra situación",80
"0402","San Javier","Colonia Durán","Otra situación",6
"0404","San Javier","San Javier","Otra situación",199
"0406","San Javier","La Brava","Otra situación",6
"1110","San Jerónimo","Arocena","Otra situación",42
"1115","San Jerónimo","Barrancas","Otra situación",97
"1113","San Jerónimo","Bernardo de Irigoyen (Est. Irigoyen)","Otra situación",48
"1107","San Jerónimo","Campo Piaggio","Otra situación",1
"1114","San Jerónimo","Casalegno","Otra situación",1
"1122","San Jerónimo","Centeno","Otra situación",16
"1105","San Jerónimo","Coronda","Otra situación",188
"1104","San Jerónimo","Desvío Arijón","Otra situación",18
"1119","San Jerónimo","Díaz","Otra situación",22
"1117","San Jerónimo","Gaboto","Otra situación",52
"1108","San Jerónimo","Gálvez","Otra situación",139
"1102","San Jerónimo","Gessler","Otra situación",5
"1112","San Jerónimo","Irigoyen (Pueblo)","Otra situación",14
"1103","San Jerónimo","Larrechea","Otra situación",5
"1106","San Jerónimo","Loma Alta","Otra situación",2
"1101","San Jerónimo","López","Otra situación",11
"1118","San Jerónimo","Maciel","Otra situación",53
"1109","San Jerónimo","San Eugenio","Otra situación",6
"1111","San Jerónimo","San Fabián","Otra situación",5
"1121","San Jerónimo","San Genaro","Otra situación",70
"1116","San Jerónimo","Monje","Otra situación",26
"0614","San Justo","Angeloni","Otra situación",3
"0617","San Justo","Cayastacito","Otra situación",2
"0616","San Justo","Colonia Esther","Otra situación",4
"0607","San Justo","Gobernador Crespo","Otra situación",48
"0605","San Justo","La Criolla (Est. Cañadita)","Otra situación",38
"0606","San Justo","La Penca y Caraguatá","Otra situación",1
"0609","San Justo","Marcelino Escalada","Otra situación",19
"0612","San Justo","Naré","Otra situación",7
"0601","San Justo","Pedro Gómez Cello","Otra situación",18
"0610","San Justo","Ramayón","Otra situación",12
"0613","San Justo","San Bernardo","Otra situación",4
"0611","San Justo","San Justo","Otra situación",223
"0604","San Justo","San Martín Norte","Otra situación",14
"0603","San Justo","Vera y Pintado","Otra situación",48
"0602","San Justo","La Camila","Otra situación",4
"0615","San Justo","Videla","Otra situación",55
"0608","San Justo","Silva","Otra situación",9
"0618","San Justo","Colonia Dolores","Otra situación",2
"1507","San Lorenzo","Aldao","Otra situación",2
"1511","San Lorenzo","Roldán","Otra situación",99
"1505","San Lorenzo","Capitán Bermúdez","Otra situación",275
"1509","San Lorenzo","Carcarañá","Otra situación",137
"1513","San Lorenzo","Coronel Arnold","Otra situación",19
"1504","San Lorenzo","Fray Luis Beltrán","Otra situación",129
"1514","San Lorenzo","Fuentes","Otra situación",36
"1501","San Lorenzo","Timbúes","Otra situación",19
"1508","San Lorenzo","Luis Palacios","Otra situación",5
"1502","San Lorenzo","Puerto General San Martín","Otra situación",230
"1512","San Lorenzo","Pujato","Otra situación",23
"1506","San Lorenzo","Ricardone","Otra situación",5
"1510","San Lorenzo","San Jerónimo Sud","Otra situación",23
"1503","San Lorenzo","San Lorenzo","Otra situación",393
"1515","San Lorenzo","Villa Mugueta","Otra situación",11
"1206","San Martín","Cañada Rosquín","Otra situación",35
"1211","San Martín","Carlos Pellegrini","Otra situación",27
"1212","San Martín","Casas","Otra situación",5
"1201","San Martín","Castelar","Otra situación",1
"1205","San Martín","Colonia Belgrano","Otra situación",13
"1202","San Martín","Crispi","Otra situación",9
"1215","San Martín","El Trébol","Otra situación",130
"1210","San Martín","Landeta","Otra situación",7
"1213","San Martín","Las Bandurrias","Otra situación",2
"1209","San Martín","Las Petacas","Otra situación",24
"1214","San Martín","Los Cardos","Otra situación",4
"1217","San Martín","María Susana","Otra situación",19
"1216","San Martín","Piamonte","Otra situación",10
"1208","San Martín","San Jorge","Otra situación",143
"1204","San Martín","San Martín de las Escobas","Otra situación",17
"1203","San Martín","Sastre","Otra situación",40
"1207","San Martín","Traill","Otra situación",1
"0211","Vera","Garabato","Otra situación",16
"0209","Vera","Golondrina","Otra situación",5
"0208","Vera","Cañada Ombú","Otra situación",15
"0210","Vera","Intiyaco","Otra situación",38
"0212","Vera","Los Amores","Otra situación",8
"0213","Vera","Tartagal","Otra situación",18
"0205","Vera","Calchaquí","Otra situación",110
"0202","Vera","Vera","Otra situación",204
"0206","Vera","Toba","Otra situación",6
"0207","Vera","Fortín Olmos","Otra situación",56
"0204","Vera","Margarita","Otra situación",28
"0203","Vera","La Gallareta","Otra situación",53
